sex,padreSector,fechaNacimiento,edadDejaEstudio,muere,naceFueraMatri,madreEdad
female,Agricultura,1865-03-27,15,0,no,24.186
male,Agricultura,1866-02-14,15,0,yes,43.225
female,Agricultura,1879-03-31,15,0,no,42.253
male,Agricultura,1882-08-03,15,0,no,33.478
female,Agricultura,1850-08-15,4.381,1,no,36.72
female,NoFijo,1858-11-09,15,0,no,20.216
female,Agricultura,1882-05-03,14.943,1,no,34.182
female,Agricultura,1855-12-06,15,0,no,30.33
female,NoFijo,1865-04-13,15,0,no,40.427
male,Agricultura,1864-01-24,15,0,no,37.062
female,Agricultura,1879-09-20,15,0,no,42.968
male,Agricultura,1850-09-10,0.019,1,no,33.733
female,NoFijo,1884-01-09,15,0,no,34.319
female,NoFijo,1882-09-10,15,0,no,33.347
female,Agricultura,1854-11-29,15,0,no,29.832
male,NoFijo,1880-10-26,15,0,no,30.393
female,Agricultura,1881-10-08,15,0,no,42.678
male,Agricultura,1868-11-15,15,0,no,38.062
female,Agricultura,1873-09-29,15,0,no,25.476
female,Agricultura,1866-08-04,15,0,no,20.164
male,Agricultura,1883-09-20,15,0,no,26.366
female,NoFijo,1883-08-18,15,0,no,30.344
male,Agricultura,1857-04-22,0.331,1,no,35.808
male,Agricultura,1855-04-30,15,0,no,34.973
male,Agricultura,1870-05-06,15,0,no,28.033
female,Agricultura,1856-01-01,15,0,no,26.825
male,NoFijo,1861-08-04,15,0,no,32.375
female,NoFijo,1884-05-17,15,0,no,42.19
male,Agricultura,1859-07-12,6.522,1,no,38.171
female,NoFijo,1880-02-03,15,0,no,30.081
female,Agricultura,1868-08-30,15,0,no,38.097
male,SectorPublico,1871-09-14,15,0,no,34.667
female,SectorPrivado,1865-08-29,15,0,no,26.99
female,Agricultura,1873-05-17,15,0,no,32.72
female,Agricultura,1880-02-12,15,0,no,19.493
male,NoFijo,1882-05-20,15,0,yes,20.181
female,Agricultura,1866-11-30,15,0,no,22.861
male,Agricultura,1867-05-14,15,0,no,33.413
female,Agricultura,1882-08-27,15,0,no,30.456
female,SectorPrivado,1881-08-14,15,0,no,42.313
male,NoFijo,1879-05-15,15,0,no,27.083
female,NoFijo,1872-09-14,15,0,yes,29.142
female,NoFijo,1852-09-20,1.443,1,no,31.461
female,SectorPublico,1855-12-14,0.038,1,no,25.432
male,Agricultura,1864-09-05,7.754,1,no,34.114
male,Agricultura,1873-11-04,15,0,no,37.615
female,Agricultura,1879-06-27,15,0,no,36.674
male,Agricultura,1863-03-29,5.503,0,no,40.339
male,Agricultura,1880-08-23,15,0,no,41.402
male,Agricultura,1877-02-01,15,0,no,34.913
female,Agricultura,1882-04-07,15,0,no,32.652
female,Agricultura,1854-01-20,4.367,1,no,25.478
male,Agricultura,1884-01-02,15,0,no,32.055
male,NoFijo,1857-09-19,15,0,no,27.732
female,Agricultura,1882-04-02,15,0,no,34.313
male,Agricultura,1860-03-08,5.098,1,no,46.505
male,NoFijo,1851-04-05,6.045,1,no,33.528
female,Agricultura,1862-10-24,15,0,no,29.763
male,SectorPublico,1884-01-17,15,0,no,23.441
male,Agricultura,1852-08-22,15,0,yes,24.975
male,Agricultura,1851-04-27,15,0,no,31.392
female,Agricultura,1884-08-15,15,0,yes,29.254
male,Agricultura,1862-02-06,15,0,no,36.411
male,Agricultura,1860-09-19,1.78,1,no,38.68
male,Agricultura,1854-10-04,1.344,1,no,34.656
female,Agricultura,1873-08-27,15,0,no,31.357
male,Agricultura,1875-11-24,6.571,0,no,30.094
female,Agricultura,1866-05-19,15,0,yes,30.026
female,Agricultura,1862-08-04,15,0,no,23.447
female,Agricultura,1882-11-16,15,0,no,22.051
female,NoFijo,1859-01-21,15,0,no,31.57
male,NoFijo,1852-12-15,15,0,no,36.11
male,NoFijo,1879-08-24,15,0,no,27.54
female,Agricultura,1884-09-12,15,0,no,40.471
female,Agricultura,1863-12-20,15,0,no,31.877
female,Agricultura,1856-02-01,15,0,no,34.732
male,Agricultura,1884-08-28,15,0,no,24.4
female,Agricultura,1865-02-28,15,0,no,28.134
male,SectorPublico,1868-12-15,5.823,0,no,27.578
female,Agricultura,1873-01-18,14.508,0,no,41.432
male,Agricultura,1863-03-22,15,0,no,27.425
male,Agricultura,1884-02-08,15,0,no,26.021
female,Agricultura,1864-02-21,15,0,no,41.834
female,Agricultura,1884-05-20,15,0,no,36.027
female,NoFijo,1880-08-25,15,0,no,20.884
female,Agricultura,1875-06-25,15,0,no,33.708
male,NoFijo,1850-01-01,15,0,yes,31.888
male,Agricultura,1864-02-05,15,0,no,28.717
female,NoFijo,1882-02-09,15,0,no,39.097
male,NoFijo,1877-04-30,2.486,1,no,41.821
female,NoFijo,1875-10-11,15,0,no,37.766
male,Agricultura,1864-11-01,15,0,no,33.656
female,Agricultura,1879-01-17,0.205,1,no,27.778
male,NoFijo,1872-12-19,15,0,no,39.154
female,Agricultura,1861-07-29,15,0,no,39.849
male,Agricultura,1859-12-09,15,0,no,37.139
female,NoFijo,1864-12-09,5.703,1,no,33.881
male,Agricultura,1871-03-18,0.312,1,no,35.143
female,Agricultura,1882-07-06,15,0,no,33.054
female,Agricultura,1856-11-19,3.113,0,no,22.894
female,Agricultura,1855-09-28,15,0,no,41.295
female,Agricultura,1883-02-05,15,0,no,31.335
male,NoFijo,1862-01-02,15,0,yes,18.489
male,Agricultura,1884-08-27,14.683,0,no,26.27
male,Agricultura,1866-01-11,15,0,no,35.288
male,Agricultura,1879-08-20,15,0,no,35.901
female,SectorPrivado,1862-06-14,0.589,1,no,28.572
female,NoFijo,1858-10-24,15,0,no,29.613
male,NoFijo,1883-08-19,15,0,no,37.407
male,Agricultura,1871-05-22,15,0,no,31.515
male,NoFijo,1871-10-01,15,0,no,28.695
female,Agricultura,1869-12-16,15,0,no,22.196
male,NoFijo,1852-03-18,15,0,no,29.238
female,Agricultura,1874-03-31,15,0,no,37.747
male,NoFijo,1870-06-04,15,0,no,28.657
female,NoFijo,1852-10-08,15,0,no,29.517
male,Agricultura,1878-09-30,15,0,no,31.576
male,Agricultura,1878-11-24,15,0,no,25.399
female,NoFijo,1874-02-14,15,0,yes,33.347
male,Agricultura,1854-05-17,3.08,1,yes,27.784
male,Agricultura,1879-02-07,15,0,no,32.309
male,NoFijo,1862-07-24,15,0,no,29.339
female,Agricultura,1868-10-05,15,0,no,40.734
male,Agricultura,1870-07-03,15,0,yes,32.471
female,Agricultura,1883-07-25,3.433,1,no,25.216
male,NoFijo,1858-07-02,15,0,yes,30.464
female,Agricultura,1858-07-23,15,0,yes,25.459
male,NoFijo,1853-04-01,3.921,1,no,35.132
male,NoFijo,1850-01-04,15,0,no,28.846
male,NoFijo,1857-02-05,2.051,1,no,31.135
male,NoFijo,1854-05-12,12.203,1,no,43.324
female,Agricultura,1851-10-15,15,0,no,30.809
male,Agricultura,1877-02-18,0.016,1,no,34.48
female,Agricultura,1879-12-18,6.645,1,no,38.694
male,NoFijo,1879-06-13,15,0,no,31.745
female,Agricultura,1871-12-18,15,0,no,21.774
female,Agricultura,1866-03-27,15,0,no,35.11
male,Agricultura,1878-01-01,14.13,1,no,41.596
female,Agricultura,1878-05-29,15,0,no,30.571
male,Agricultura,1871-10-04,15,0,no,26.864
female,NoFijo,1864-08-03,15,0,no,41.076
female,Agricultura,1854-07-02,15,0,no,42.39
male,Agricultura,1853-11-24,2.423,1,no,30.116
male,Agricultura,1877-02-27,15,0,yes,26.752
female,NoFijo,1863-12-04,15,0,no,33.24
female,NoFijo,1877-06-24,4.424,1,no,25.018
male,NoFijo,1884-09-21,15,0,no,25.818
male,Agricultura,1868-01-27,15,0,no,28.531
male,Agricultura,1861-05-17,0.233,1,no,33.429
male,NoFijo,1876-03-18,15,0,no,26.209
male,Agricultura,1854-09-11,15,0,no,30.982
male,Agricultura,1875-09-23,15,0,no,31.951
female,Agricultura,1881-07-04,15,0,no,24.824
female,Agricultura,1875-03-18,15,0,no,22.815
female,Agricultura,1880-09-11,15,0,no,41.328
female,NoFijo,1883-11-06,15,0,no,25.292
male,Agricultura,1857-06-16,15,0,no,21.413
male,NoFijo,1880-04-13,4.049,1,no,29.585
female,Agricultura,1875-07-31,15,0,no,28.753
female,NoFijo,1872-03-01,15,0,no,38.853
male,SectorPublico,1859-03-05,1.854,1,no,28.192
female,Agricultura,1873-11-01,15,0,no,38.543
female,Agricultura,1881-04-08,15,0,no,33.996
male,Agricultura,1858-12-28,15,0,no,38.418
female,Agricultura,1857-01-31,15,0,no,35.19
male,Agricultura,1852-04-12,15,0,no,31.598
male,NoFijo,1857-09-22,15,0,no,27.499
female,SectorPrivado,1868-03-25,6.267,1,no,36.197
female,Agricultura,1875-04-14,15,0,no,25.029
male,Agricultura,1879-02-11,0.044,1,no,25.829
male,NoFijo,1883-01-01,15,0,no,34.349
male,Agricultura,1876-10-14,15,0,yes,23.844
male,Agricultura,1878-01-09,15,0,no,25.862
female,Agricultura,1875-08-03,15,0,no,31.105
female,Agricultura,1860-11-24,15,0,no,34.376
female,Agricultura,1862-08-02,15,0,no,26.65
male,Agricultura,1877-02-11,15,0,no,27.075
male,Agricultura,1879-04-07,5.941,1,yes,24.966
female,Agricultura,1881-03-15,15,0,no,27.781
male,Agricultura,1878-09-26,15,0,no,29.969
male,Agricultura,1876-12-24,15,0,no,37.615
female,Agricultura,1877-12-05,15,0,no,46.215
male,Agricultura,1862-08-21,15,0,no,36.589
male,Agricultura,1882-10-24,15,0,no,38.686
male,Agricultura,1872-10-18,0.715,1,no,31.472
female,SectorPrivado,1884-09-10,15,0,no,24.454
female,Agricultura,1867-02-28,15,0,no,24.274
female,Agricultura,1882-04-14,15,0,no,37.821
male,NoFijo,1866-09-13,15,0,no,31.392
female,NoFijo,1871-07-31,15,0,no,31.6
male,NoFijo,1868-07-07,15,0,no,32.682
male,Agricultura,1871-07-11,15,0,no,28.657
female,Agricultura,1878-04-20,15,0,no,34.847
male,Agricultura,1859-02-02,4.632,0,no,21.437
male,Agricultura,1881-10-25,1.687,0,no,43.124
female,Agricultura,1863-02-12,0.381,1,no,23.584
male,Agricultura,1873-07-25,15,0,no,31.951
female,Agricultura,1866-08-04,15,0,no,40.509
male,NoFijo,1850-10-07,15,0,no,23.715
male,Agricultura,1858-03-22,15,0,no,23.789
female,Agricultura,1882-06-10,15,0,no,40.654
female,Agricultura,1873-12-07,0.997,1,no,34.858
female,Agricultura,1871-03-15,15,0,yes,28.449
male,Agricultura,1882-06-02,15,0,no,38.541
male,Agricultura,1859-05-02,1.561,1,no,26.612
female,NoFijo,1875-10-02,15,0,no,40.041
male,NoFijo,1874-10-21,15,0,no,31.838
female,SectorPublico,1873-06-18,15,0,no,30.382
male,Agricultura,1858-06-16,15,0,no,34.968
male,Agricultura,1873-02-11,15,0,no,35.581
female,Agricultura,1884-08-20,15,0,no,24.115
male,Agricultura,1858-08-03,15,0,no,30.322
female,Agricultura,1863-08-27,15,0,no,20.099
female,NoFijo,1865-06-18,15,0,no,36.693
male,NoFijo,1856-06-09,15,0,no,33.829
male,NoFijo,1877-10-13,15,0,no,35.22
female,Agricultura,1876-08-31,15,0,no,29.131
male,Agricultura,1862-12-14,4.047,0,yes,33.454
female,Agricultura,1865-05-26,2.949,1,no,26.051
male,Agricultura,1871-01-10,15,0,no,24.282
male,Agricultura,1857-02-26,15,0,no,33.517
female,Agricultura,1874-09-30,15,0,no,43.959
male,NoFijo,1861-05-26,4.928,1,no,48.364
male,Agricultura,1859-02-11,15,0,no,40.567
female,NoFijo,1854-10-16,15,0,no,30.048
female,Agricultura,1878-08-02,15,0,no,36.789
female,Agricultura,1867-11-13,15,0,no,32.966
male,Agricultura,1870-04-27,15,0,no,24.454
male,NoFijo,1866-12-27,15,0,yes,36.643
female,Agricultura,1865-03-03,0.329,1,no,35.222
female,Agricultura,1855-08-30,15,0,no,29.139
female,SectorPrivado,1850-10-31,6.149,1,no,28.553
female,NoFijo,1870-01-16,15,0,no,26.59
female,Agricultura,1872-06-29,15,0,yes,26.439
male,Agricultura,1879-07-03,15,0,no,28.567
male,NoFijo,1853-10-21,15,0,no,25.3
female,Agricultura,1856-08-13,15,0,no,28.252
male,NoFijo,1882-12-19,15,0,no,31.68
female,Agricultura,1878-07-20,15,0,no,35.819
male,Agricultura,1881-04-16,15,0,no,28.537
female,Agricultura,1869-08-26,15,0,no,30.305
female,Agricultura,1864-03-09,15,0,no,27.255
female,Agricultura,1856-02-26,15,0,no,33.697
male,SectorPublico,1872-08-30,15,0,no,34.023
male,Agricultura,1869-09-21,2.19,1,no,32.463
female,Agricultura,1857-02-16,15,0,no,34.185
male,Agricultura,1859-06-18,15,0,no,30.598
female,NoFijo,1875-10-23,15,0,no,43.023
male,NoFijo,1855-05-24,15,0,no,29.684
female,NoFijo,1883-09-21,15,0,yes,23.956
male,Agricultura,1865-07-09,3.097,1,no,30.453
male,Agricultura,1857-04-09,1.886,1,no,29.487
male,Agricultura,1883-10-09,15,0,no,25.216
female,Agricultura,1850-04-22,15,0,no,29.248
female,Agricultura,1881-03-22,15,0,no,27.337
female,NoFijo,1858-08-22,15,0,no,32.219
male,NoFijo,1881-01-16,0.652,1,no,38.639
female,Agricultura,1878-03-27,15,0,no,35.102
male,NoFijo,1875-05-19,15,0,no,29.536
female,Agricultura,1853-03-05,15,0,no,38.524
female,Agricultura,1852-10-20,15,0,no,28.736
male,Agricultura,1882-03-13,15,0,no,35.225
female,Agricultura,1872-11-09,15,0,no,26.574
male,Agricultura,1852-04-24,15,0,no,28.309
male,NoFijo,1855-01-24,15,0,no,33.949
female,Agricultura,1871-12-15,15,0,no,32.649
female,NoFijo,1884-04-01,15,0,no,24.189
female,Agricultura,1856-08-05,15,0,no,41.602
female,Agricultura,1879-08-19,15,0,no,22.398
female,Agricultura,1878-12-01,15,0,no,37.626
male,Agricultura,1856-03-19,0.151,1,no,28.077
male,Agricultura,1860-10-19,15,0,no,44.23
male,SectorPublico,1877-02-12,15,0,no,37.687
male,Agricultura,1867-02-27,15,0,no,38.234
male,Agricultura,1865-11-26,15,0,no,25.815
female,NoFijo,1879-04-29,15,0,no,42.631
male,SectorPrivado,1881-12-26,0.843,1,no,23.044
female,Agricultura,1858-05-04,15,0,yes,29.081
male,Agricultura,1883-12-08,5.881,1,no,23.483
male,Agricultura,1880-05-19,15,0,no,40.068
female,NoFijo,1863-02-11,5.755,1,no,39.474
female,Agricultura,1884-10-28,15,0,no,31.496
female,Agricultura,1852-09-17,15,0,no,36.868
female,Agricultura,1876-08-17,15,0,no,24.758
female,NoFijo,1879-10-18,15,0,no,21.487
male,Agricultura,1877-12-20,15,0,no,31.206
male,Agricultura,1867-02-10,15,0,no,41.04
male,Agricultura,1873-11-19,15,0,no,36.178
female,Agricultura,1884-07-14,15,0,yes,28.296
female,NoFijo,1884-09-17,15,0,no,30.582
male,Agricultura,1870-09-16,0.156,1,no,30.842
male,NoFijo,1871-05-08,0.008,1,yes,36.539
female,NoFijo,1876-12-08,15,0,no,43.387
female,Agricultura,1858-11-10,15,0,no,23.225
female,SectorPrivado,1876-12-30,15,0,no,28.167
female,Agricultura,1864-04-06,15,0,no,27.639
female,Agricultura,1882-07-31,15,0,no,38.456
male,NoFijo,1884-12-07,15,0,no,24.027
female,Agricultura,1879-02-20,15,0,no,37.005
female,NoFijo,1856-12-04,15,0,no,33.413
male,NoFijo,1874-07-28,15,0,no,25.884
male,NoFijo,1854-01-14,0.057,1,no,28.419
female,SectorPrivado,1863-12-28,15,0,no,22.626
male,Agricultura,1859-04-19,11.658,1,no,29.599
male,Agricultura,1860-09-05,15,0,yes,34.623
male,NoFijo,1884-03-23,15,0,no,39.22
female,Agricultura,1877-12-04,12.526,1,no,27.852
female,Agricultura,1877-01-06,15,0,no,24.871
male,Agricultura,1876-03-12,15,0,no,34.746
female,Agricultura,1879-09-25,1.095,1,no,35.504
male,SectorPrivado,1860-05-04,15,0,no,26.461
male,Agricultura,1881-12-11,15,0,no,32.69
female,NoFijo,1867-10-12,15,0,yes,25.487
female,NoFijo,1882-05-15,15,0,no,32.364
male,Agricultura,1875-01-30,15,0,no,31.556
male,Agricultura,1867-12-05,0.301,1,yes,38.327
male,Agricultura,1858-08-28,6.045,1,no,23.22
female,Agricultura,1857-11-10,15,0,no,30.201
female,Agricultura,1873-02-26,15,0,no,29.029
female,NoFijo,1856-11-24,15,0,no,33.016
male,Agricultura,1866-09-02,15,0,yes,22.335
male,Agricultura,1858-01-10,0.066,1,no,28.37
male,SectorPublico,1877-04-09,15,0,no,22.267
female,NoFijo,1854-08-28,15,0,yes,27.882
male,NoFijo,1880-01-02,5.615,1,no,33.257
male,Agricultura,1882-09-11,15,0,no,46.196
male,Agricultura,1865-02-13,15,0,no,28.359
female,Agricultura,1877-02-08,0.339,1,no,30.059
female,SectorPublico,1851-08-01,15,0,yes,25.933
female,Agricultura,1877-02-03,15,0,no,24.449
female,Agricultura,1873-09-03,15,0,yes,35.699
female,NoFijo,1860-01-09,9.823,1,no,23.053
male,Agricultura,1862-02-03,0.225,1,no,32.126
female,Agricultura,1872-01-22,1.687,1,no,26.741
male,NoFijo,1873-01-31,15,0,no,37.251
male,NoFijo,1879-08-25,15,0,no,37.355
male,NoFijo,1857-12-25,15,0,no,30.858
female,NoFijo,1864-02-23,15,0,no,38.188
female,NoFijo,1859-10-10,0.005,1,no,29.238
female,Agricultura,1864-08-24,15,0,no,34.628
male,Agricultura,1851-09-30,15,0,no,43.11
female,NoFijo,1882-12-12,15,0,no,23.759
male,NoFijo,1880-04-13,0.72,1,no,34.694
male,Agricultura,1881-07-30,15,0,no,26.732
male,Agricultura,1878-06-02,15,0,no,26.412
male,NoFijo,1872-05-10,15,0,no,29.251
female,Agricultura,1853-11-22,15,0,no,39.242
male,Agricultura,1877-08-08,15,0,no,42.062
male,NoFijo,1853-11-25,15,0,no,31.866
male,Agricultura,1881-03-23,0.797,1,no,37.613
male,NoFijo,1858-06-11,15,0,no,27.283
male,Agricultura,1878-01-26,15,0,no,37.615
female,Agricultura,1876-02-10,10.601,1,no,25.714
male,Agricultura,1859-03-09,15,0,no,37.459
male,NoFijo,1877-06-13,15,0,no,44.175
male,NoFijo,1875-11-14,0.159,1,no,41.552
male,Agricultura,1867-12-30,15,0,no,30.653
female,Agricultura,1851-12-29,15,0,no,30.609
male,Agricultura,1850-11-10,15,0,no,20.89
male,NoFijo,1850-03-05,1.199,1,no,22.689
male,Agricultura,1850-09-24,15,0,no,31.474
female,Agricultura,1865-10-28,15,0,no,35.009
male,SectorPublico,1882-01-30,0.293,1,no,29.177
female,Agricultura,1876-11-19,15,0,no,40.375
female,Agricultura,1867-02-03,15,0,no,24.375
female,NoFijo,1861-06-08,15,0,no,37.572
female,Agricultura,1860-12-13,15,0,no,25.643
female,Agricultura,1883-09-02,15,0,no,45.637
male,Agricultura,1884-01-05,15,0,no,19.808
male,Agricultura,1869-07-14,15,0,no,35.598
female,Agricultura,1864-01-02,15,0,no,38.201
female,NoFijo,1860-12-26,15,0,no,34.921
male,NoFijo,1854-03-06,15,0,no,42.519
male,NoFijo,1862-09-27,15,0,no,29.185
female,Agricultura,1870-12-10,15,0,no,43.587
male,NoFijo,1866-08-09,15,0,yes,28.036
male,Agricultura,1850-10-09,15,0,no,36.712
male,NoFijo,1880-10-29,15,0,no,39.264
female,NoFijo,1866-11-02,11.956,0,no,24.879
female,Agricultura,1872-05-14,15,0,no,32.408
female,Agricultura,1877-05-26,15,0,no,36.476
female,Agricultura,1875-06-12,8.416,0,no,29.763
female,Agricultura,1861-04-06,15,0,no,25.366
male,Agricultura,1883-12-26,15,0,no,31.285
female,Agricultura,1859-07-03,0.052,1,yes,32.553
male,Agricultura,1864-12-07,12.873,0,no,32.66
male,Agricultura,1856-03-01,15,0,no,32.821
male,Agricultura,1851-03-30,15,0,no,26.864
male,Agricultura,1884-11-23,15,0,no,31.817
male,SectorPrivado,1883-07-20,15,0,no,26.316
male,Agricultura,1884-09-17,15,0,no,35.05
male,Agricultura,1883-02-27,15,0,no,28.92
male,Agricultura,1864-01-30,10.133,1,no,24.208
male,Agricultura,1873-03-12,15,0,no,41.117
female,Agricultura,1869-07-17,15,0,no,30.932
male,Agricultura,1879-11-13,15,0,no,41.029
female,Agricultura,1862-08-26,4.126,1,no,27.272
male,NoFijo,1874-03-31,0.561,0,no,22.845
male,Agricultura,1852-01-02,15,0,yes,24.698
male,NoFijo,1858-10-01,15,0,no,43.236
female,Agricultura,1870-08-18,15,0,no,30.114
male,Agricultura,1855-04-15,15,0,no,35.91
male,Agricultura,1872-05-12,15,0,no,33.062
male,Agricultura,1875-01-27,15,0,no,29.07
male,Agricultura,1872-03-14,15,0,no,32.09
male,Agricultura,1877-04-25,9.684,0,no,30.015
male,Agricultura,1867-02-25,3.521,1,no,33.509
male,Agricultura,1880-01-31,15,0,no,21.81
male,Agricultura,1852-02-28,15,0,no,36.2
female,Agricultura,1854-09-09,15,0,no,30.634
male,Agricultura,1877-11-06,15,0,no,35.652
male,Agricultura,1875-11-18,15,0,no,42.73
male,Agricultura,1855-09-02,4.799,1,no,46.171
male,Agricultura,1881-10-16,15,0,no,42.204
male,Agricultura,1867-02-06,15,0,yes,25.421
male,Agricultura,1881-03-23,15,0,no,24.756
male,Agricultura,1883-03-20,15,0,no,28.055
male,Agricultura,1880-04-22,15,0,no,30.308
male,NoFijo,1872-07-25,15,0,no,37.068
female,NoFijo,1851-08-02,15,0,no,30.85
female,NoFijo,1864-12-07,15,0,no,31.381
male,Agricultura,1861-04-11,15,0,no,35.677
female,Agricultura,1870-07-03,15,0,no,27.729
female,NoFijo,1880-12-14,15,0,no,27.088
male,Agricultura,1872-10-28,5.782,1,no,30.026
male,Agricultura,1854-11-14,15,0,no,19.047
male,NoFijo,1868-08-05,15,0,no,28.649
female,Agricultura,1875-08-04,15,0,no,22.806
female,NoFijo,1884-09-03,0.372,1,no,24.824
female,Agricultura,1867-02-07,15,0,no,31.307
female,Agricultura,1861-01-11,15,0,no,29.128
female,Agricultura,1863-03-31,15,0,no,39.847
male,Agricultura,1871-03-15,15,0,no,35.368
female,Agricultura,1858-03-31,15,0,no,24.556
male,NoFijo,1874-03-21,0.033,1,no,31.351
male,Agricultura,1868-02-02,1.287,1,yes,41.506
male,Agricultura,1856-10-29,2.07,1,no,34.954
female,Agricultura,1870-05-11,15,0,no,32.671
female,NoFijo,1873-07-28,15,0,no,21.607
male,Agricultura,1859-03-23,5.547,0,yes,25.344
male,NoFijo,1881-05-04,15,0,no,42.461
male,Agricultura,1878-12-15,5.73,0,no,35.688
male,Agricultura,1860-10-09,15,0,no,30.886
male,NoFijo,1859-10-30,15,0,no,44.274
female,NoFijo,1857-11-25,15,0,no,34.404
female,Agricultura,1867-06-19,15,0,no,36.704
male,Agricultura,1856-07-26,15,0,no,35.943
female,Agricultura,1852-12-27,15,0,no,31.192
male,Agricultura,1855-10-30,15,0,no,31.811
male,Agricultura,1884-12-08,15,0,no,33.352
female,Agricultura,1872-03-20,1.717,1,no,37.229
male,Agricultura,1856-09-10,15,0,no,38.264
female,NoFijo,1883-09-12,2.289,1,no,33.624
male,Agricultura,1860-12-08,15,0,no,32.504
male,Agricultura,1873-11-29,0.09,1,no,30.212
male,NoFijo,1876-02-22,15,0,no,35.644
female,NoFijo,1872-11-03,6.179,1,no,32.093
male,Agricultura,1878-02-24,3.565,1,no,28.632
male,NoFijo,1876-10-09,15,0,no,34.587
male,Agricultura,1856-03-27,15,0,no,32.621
female,SectorPrivado,1869-06-19,0.868,1,no,25.717
female,NoFijo,1859-10-27,15,0,no,32.093
male,Agricultura,1877-04-07,15,0,no,31.97
male,Agricultura,1873-09-15,15,0,no,29.673
female,NoFijo,1855-09-06,15,0,no,24.882
female,NoFijo,1866-07-25,15,0,no,28.671
male,Agricultura,1868-11-03,15,0,no,39.48
male,NoFijo,1854-05-22,0.433,1,no,25.073
male,Agricultura,1879-02-17,15,0,no,22.7
